VORO.protein3.ROUND	VORO.protein3.AR	VORO.Feret.norm	VORO.Area.norm	CYTO.Area.norm	NUVO.distance.norm	ISEDGE
0.5112	1.9563	4.57239266057906	18.710875331565	2.20083364910951	1.98527861050047	0
0.6825	1.4653	1.99846327622271	3.87572815533981	2.87815533980583	0.30852311103939	1
0.6238	1.6032	1.73852244996692	2.82562747688243	1.83025099075297	0.171473972694374	1
0.5084	1.9671	2.94543510869322	3.58593336858805	2.43839238498149	0.0631238755105072	0
0.7826	1.2778	2.19773091972786	4.53013278855975	3.5270684371808	0.219884740703812	1
0.5615	1.7809	3.01383518558043	6.05498094719652	2.55797495917256	0.703861477357273	0
0.7509	1.3317	2.75484551234205	9.9797520661157	4.53842975206612	0.501092516587719	0
0.8406	1.1896	3.32908	12.0363171355499	7.95856777493606	0.641320876275849	1
0.5813	1.7204	2.47053570089658	4.61208187718422	3.61407888167748	0.209998128468112	1
0.5947	1.6815	2.18424955366065	3.24601951720596	2.25012840267078	0.108160302313899	1
0.2081	4.8053	11.7595682959543	40.0801324503311	10.7298013245033	2.92106515774822	0
0.3271	3.0574	7.91137142273993	29.9983746444535	3.70174725721252	2.96288093304558	0
0.5987	1.6703	3.01278457122963	6.70632617527568	3.2501450957632	0.626304453546262	0
0.8227	1.2155	1.94228680263626	3.62322166131253	2.62551629187701	0.0658834339622553	1
0.6432	1.5548	2.85938905772268	7.43673218673219	6.42813267813268	0.0450265527790117	1
0.6714	1.4893	1.46746689713304	1.94137931034483	0.953448275862069	0.0217792413149575	1
0.7559	1.3229	1.83908024168216	2.92355008787346	1.93321616871705	0.205813934188172	1
0.8596	1.1633	1.53423907897976	2.64778156996587	1.65529010238908	0.0651708496035035	1
0.7058	1.4168	1.54876812724154	2.36861313868613	1.37682481751825	0.0509904849577012	1
0.213	4.6948	17.0968076976167	110.205188679245	6.70047169811321	7.3064141095093	0
0.6657	1.5022	2.98430540253736	7.01927912824811	5.76110645431685	0.318120191296211	1
0.5937	1.6842	3.74761807559265	9.56195965417867	3.07780979827089	1.11520350549705	0
0.505	1.9801	4.47187813031674	11.7356020942408	5.55890052356021	0.97401286410557	0
0.5789	1.7274	2.34837265599274	3.87458193979933	2.87959866220736	0.128503809329408	1
0.746	1.3405	1.86989287568991	2.11829944547135	1.12846580406654	0.0981153646104811	1
0.8757	1.1419	1.82730717359193	3.4736012608353	2.47911741528763	0.0847057564886999	1
0.5163	1.9368	2.15073821493717	3.81114258734655	2.82058545797923	0.199359061254588	1
0.4518	2.2135	7.39949655070763	28.5941713788604	3.6198347107438	2.55298459995317	0
0.8514	1.1745	1.97700571257239	3.41480099502488	2.41791044776119	0.100308909286191	1
0.6367	1.5707	2.32498145186324	5.05485059353254	4.04543593941875	0.148821092919758	1
0.7468	1.339	1.85260132821108	2.4452296819788	1.45159010600707	0.130702007568883	1
0.884	1.1312	2.17717779122415	4.62368815592204	3.25187406296852	0.197604601525936	1
0.8069	1.2393	2.16547834798564	3.44171779141104	2.41257668711656	0.145152396425841	1
0.757	1.3209	1.74276793679113	2.33753637245393	1.34723569350145	0.0488735552267494	1
0.7888	1.2678	1.55784369801909	2.31737012987013	1.32548701298701	0.114542140234884	1
0.6601	1.5149	2.3000653301462	5.06195965417867	4.01104707012488	0.0696120663835969	1
0.9219	1.0847	2.05466376765371	4.1263307310149	3.09084457061746	0.165475675797388	1
0.7481	1.3367	2.35250001419334	4.15909090909091	3.15909090909091	0.130618088474042	1
0.6542	1.5287	2.37252748288801	3.77234401349073	2.77993254637437	0.101643936157529	1
0.662	1.5105	6.29750873014135	28.9269565217391	3.35260869565217	2.07423859599328	0
0.9872	1.0129	2.23145660536562	3.99546880446148	2.9794353433252	0.135936399915919	1
0.3986	2.509	4.58227401064654	12.4728005372733	3.08193418401612	1.44452397392948	0
0.9587	1.0431	1.9385904049019	3.02407318247472	2.00962927298989	0.16530118438096	1
0.7664	1.3047	2.37205727087786	4.34408602150538	3.35161290322581	0.104748390191244	1
0.5609	1.783	2.17460663872978	3.98152295632699	2.98544232922732	0.240671759602843	1
0.222	4.5041	12.1457658364743	41.5261802575107	2.65236051502146	4.73995035246514	0
0.5237	1.9094	3.53243463916152	5.93816631130064	0.319118692253021	0.445112649965013	0
0.5758	1.7366	2.03393229259092	2.56216790648247	1.57279489904357	0.198916508878714	1
0.7673	1.3033	2.46488592213662	6.39845605700713	4.95605700712589	0.185255603238529	1
0.8132	1.2297	2.30148878022539	4.17391304347826	3.17896865520728	0.0949981438131119	1
0.7629	1.3108	2.02462771009329	3.31929233361415	2.32434709351306	0.153404433861953	1
0.8137	1.229	2.39653588454396	4.14871794871795	3.15531135531136	0.300439694675571	1
0.7094	1.4096	1.5397430068283	2.09332260659694	1.1005631536605	0.042421886552944	1
0.8259	1.2108	1.58617570258564	2.54982817869416	1.55257731958763	0.0869285558902915	1
0.5761	1.7359	1.9427448135919	2.89795918367347	1.90594498669033	0.11013187340666	1
0.415	2.4096	11.5620887051638	75.6603081438004	7.51944240645635	4.92645803595565	0
0.3953	2.5295	20.2609879266898	208.75518134715	4.57448186528497	10.4753053393768	0
0.9424	1.0611	2.14419278548781	4.31861958266453	3.10593900481541	0.356055488537319	1
0.8281	1.2076	2.05213070199428	3.3625	2.365625	0.177394822738495	1
0.9523	1.0501	2.33859938293033	4.57511961722488	3.21435406698565	0.405422395631109	1
0.8795	1.137	2.4036478472677	5.23167981961669	4.08624577226607	0.331131827802883	1
0.7238	1.3815	1.56348555037428	2.64758064516129	1.65887096774194	0.21100065943407	1
0.6659	1.5017	2.17565650976576	3.83855799373041	2.8448275862069	0.0584343057364128	1
0.6378	1.5678	13.5381303422936	130.135909090909	6.27727272727273	3.68633731528567	0
0.5569	1.7955	1.90190737049935	2.50133096716948	1.50221827861579	0.200721495474408	1
0.8657	1.1551	1.49385089029674	2.3251968503937	1.33622047244094	0.163045502821295	1
0.8796	1.1369	2.22670785056297	5.83382352941176	4.74338235294118	0.108617877856623	1
0.6943	1.4404	1.64490208220309	2.35686274509804	1.36339869281046	0.152234440432845	1
0.8947	1.1177	2.39836691759249	5.27593507410021	4.10797459421313	0.304465719028342	1
0.7684	1.3015	1.84672308971951	3.1797153024911	2.18505338078292	0.0709040114653264	1
0.7294	1.371	1.49057881995881	1.84401114206128	0.859795728876509	0.10169825567169	1
0.6312	1.5842	1.79620635047022	3.84650455927052	2.85258358662614	0.0514308785483387	1
0.8078	1.2379	1.83332926829268	2.69449901768173	1.70628683693517	0.146228547677461	1
0.7999	1.2501	2.48403507386049	5.03740036787247	3.704475781729	0.344916339493015	1
0.7139	1.4008	3.12862351854032	6.55194508009153	5.32173913043478	0.274527655752653	1
0.6917	1.4458	1.91970527958527	4.01175213675214	3.01709401709402	0.132404953019181	1
0.7168	1.3951	1.7857177777144	3.27886881382561	2.28672427336999	0.0864196865500667	1
0.7889	1.2676	1.86568020356833	2.6875	1.69021739130435	0.0459558377023068	1
0.828	1.2077	1.82909945021048	2.84042553191489	1.85106382978723	0.280007156670227	1
0.932	1.073	1.6557227508903	2.48030018761726	1.4859287054409	0.0732167222846623	1
0.6675	1.4981	1.85779158543268	2.8063410454156	1.81662382176521	0.130396715700365	1
0.4154	2.4072	3.21697965481551	4.77791524899474	3.78008042066192	0.440815246988405	0
0.7371	1.3567	3.11500222257663	7.80593132154006	5.73100936524454	0.487852890550923	1
0.494	2.0242	1.86960845447191	2.48043052837573	1.48825831702544	0.134366793627393	1
0.9648	1.0365	2.37726403620905	9.03521594684385	7.0671096345515	0.287060297772252	1
0.9558	1.0463	1.9500947760524	4.53190255220418	3.50870069605568	0.169039500318049	1
0.7514	1.3308	2.81072091568078	7.04055087987758	4.87911247130834	0.11005195958697	1
0.7148	1.3989	2.6777939963191	5.38138138138138	3.6006006006006	0.236773547556032	1
0.3946	2.5341	3.66743934259135	5.36268939393939	3.16950757575758	0.562173042225255	0
0.4616	2.1662	3.15471498878057	9.72727272727273	3.69131997945557	0.708564816264364	0
0.8118	1.2318	2.02455856057219	3.60613810741688	2.60954816709292	0.141157464350174	1
0.7995	1.2508	1.84244932861578	2.73175965665236	1.7381974248927	0.0339141839874409	1
0.8976	1.1141	1.69726499267032	2.57624831309042	1.58164642375169	0.0867957331495218	1
0.4575	2.1859	10.3726142636408	86.9274238227147	6.21108033240997	4.08876562034426	0
0.4432	2.2563	3.82652565813384	9.0699755899105	6.66436126932465	0.743129099316979	0
0.6607	1.5135	2.51732490511781	3.87757437070938	2.81807780320366	0.328196532697472	1
0.6889	1.4516	1.62507742726432	3.00716204118174	2.00716204118174	0.135072464367021	1
0.6428	1.5556	2.00076184867919	3.73144399460189	2.73211875843455	0.154242875816739	1
0.8095	1.2353	2.19987054277527	4.07426778242678	3.07949790794979	0.0909598314743938	1
0.7666	1.3044	2.5127374893145	5.17819460726846	3.12485345838218	0.281605045364685	1
0.8345	1.1984	1.31078359832166	1.50794551645857	0.515323496027242	0.0474773943368768	1
0.9154	1.0924	2.08465518510154	4.40068886337543	3.41446613088404	0.295572966470402	1
0.7245	1.3803	1.80348339558438	2.15625	1.16101694915254	0.0169625121707536	1
0.6824	1.4654	2.26561249389946	3.42215088282504	2.30497592295345	0.381952394192267	1
0.6873	1.455	2.36808736615465	3.8447032723239	2.83638380476983	0.141293219781428	1
0.7821	1.2786	2.56734578431459	6.51191827468785	5.43416572077185	0.176028832806644	1
0.3219	3.1065	4.51731624799651	7.93399846508058	3.00767459708365	1.34265118496086	0
0.9232	1.0832	2.73389814504846	8.30710797612588	5.75257731958763	0.354815576279892	1
0.3872	2.5827	6.07852480106733	18.1297134238311	4.28657616892911	1.71237024982247	0
0.7299	1.3701	1.95084853682624	3.47483989021043	2.47849954254346	0.168866303574365	1
0.6871	1.4555	1.81213668083529	2.33469387755102	1.30748299319728	0.0515207976614333	1
0.9155	1.0923	1.31875266400589	1.90205011389522	0.909643128321944	0.0626891958198453	1
0.9019	1.1088	1.65570527573303	3.02942942942943	2.02582582582583	0.168960591833112	1
0.3078	3.2491	9.27141279010675	32.0990727183992	8.64714494875549	2.69477743248536	0
0.5216	1.917	5.01650153791553	16.0279909706546	3.05959367945824	1.47014265506456	0
0.688	1.4535	1.88858180962199	2.73795918367347	1.74448979591837	0.115462980762234	1
0.8295	1.2055	1.18673137213866	1.3095051060487	0.318146111547526	0.0559983343764182	1
0.4451	2.2467	3.54390828221242	6.34662288930582	5.25281425891182	0.295738269714814	1
0.5292	1.8896	2.51496081061997	4.70780711825488	3.63892078071183	0.110056667735394	1
0.8013	1.248	1.72330518996772	2.6925315227934	1.69738118331717	0.0811931619063709	1
0.3992	2.5049	5.58920608514261	14.4654255319149	7.66855053191489	1.49066445392399	0
0.7818	1.2791	2.18252670814123	5.07427894112999	4.01343342552351	0.0896005091741793	1
0.702	1.4245	1.71114871582765	3.11870503597122	2.13129496402878	0.106776694416095	1
0.4228	2.3654	7.56030798492157	28.045197740113	7.40254237288136	0.93020635128462	0
0.7608	1.3144	2.01106758703427	3.47308031774051	2.37511032656664	0.265085710817541	1
0.8177	1.2229	2.07891152393092	3.28276409849087	2.28911834789515	0.113451791118263	1
0.5701	1.7542	1.99442182075257	2.5812854442344	1.58884688090737	0.0220163634429786	1
0.9567	1.0453	1.40254657295648	2.26965342349958	1.27641589180051	0.0729932127787375	1
0.9564	1.0455	1.66443109142938	2.89808917197452	1.90021231422505	0.134327125036098	1
0.8135	1.2293	2.35711253681659	4.73839662447257	2.75685654008439	0.4359281467338	1
0.8758	1.1418	1.69150460134347	3.55548628428928	2.51496259351621	0.288786397611762	1
0.6921	1.4449	2.24699692307692	5.16817456093667	3.85470995210218	0.449718387056617	1
0.6604	1.5143	2.75842993994022	5.2689497716895	4.2310502283105	0.346835471410284	1
0.2434	4.1085	14.326355	72.7934710193204	8.0253164556962	4.76675478626066	0
0.8925	1.1205	2.47269157075852	5.3717277486911	4.3127082341742	0.0337019690841586	1
0.6946	1.4397	2.226132859989	4.38336520076482	3.34034416826004	0.0575775333397001	1
0.8768	1.1405	1.46222672898431	2.62189512419503	1.62925482980681	0.109126066030824	1
0.5968	1.6755	4.08119796734782	11.1483654652137	8.78876781223805	1.06830117253229	0
0.66	1.5152	2.65201339904668	4.24608043626449	3.23244717109748	0.144289117176042	1
0.6712	1.49	2.03656968170708	3.47896749521989	2.48374760994264	0.215917283904023	1
0.5829	1.7155	2.02553277671891	2.79881925522252	1.80336058128974	0.0350081114376273	1
0.8134	1.2295	2.05170268036757	3.69025304592315	2.68791002811621	0.187686775951756	1
0.5054	1.9785	6.70215113072256	25.3832669322709	4.54581673306773	2.16132503735413	0
0.7024	1.4237	2.37807329548477	4.42417889587701	3.42767295597484	0.174910262750418	1
0.5548	1.8025	2.13369704925647	3.78684344722081	2.78786333503315	0.135116716682431	1
0.5893	1.6969	2.17408532704643	3.03953488372093	2.04418604651163	0.149548474911213	1
0.8785	1.1383	2.13620119717681	4.01921537229784	3.02081665332266	0.281398435556252	1
0.1424	7.0224	7.1090816330833	5.19814241486068	3.10294117647059	1.41720729204953	0
0.6568	1.5225	1.32180426473753	1.72547076313181	0.734390485629336	0.113006789192505	1
0.446	2.2421	7.25279071163361	26.2738565782044	8.19819311123659	1.79485086909968	0
0.7786	1.2843	1.24493281558394	1.54081632653061	0.54672395273899	0.0413415091870665	1
0.5228	1.9129	2.3330416053077	3.69918699186992	2.70436067997044	0.109578452159064	1
0.898	1.1135	1.9936697023001	3.3285498489426	2.33157099697885	0.102744316941281	1
0.8481	1.1791	1.57324371640329	2.5592841163311	1.56375838926175	0.073491869558835	1
0.946	1.057	2.24842804842569	4.84995296331138	3.8513640639699	0.176416042295179	1
0.902	1.1086	1.75539785305007	3.35432330827068	2.36184210526316	0.293306388174394	1
0.8659	1.1549	1.26559285146588	2.10181190681622	1.10785159620362	0.0387588575763287	1
0.8009	1.2486	1.38364631584463	1.91808074897601	0.92510239906378	0.218394365196553	1
0.801	1.2485	2.29984255310748	4.39344262295082	3.39729990356798	0.151123332238353	1
0.781	1.2804	1.88009605439913	3.20636550308008	2.21560574948665	0.0889261881977185	1
0.6079	1.645	1.90262993165779	2.45813333333333	1.45066666666667	0.116739843184466	1
0.6771	1.4769	2.00643714151657	3.0456204379562	2.05018248175182	0.120847747093105	1
0.652	1.5337	1.59379186989724	2.11940298507463	1.12603648424544	0.157460568519692	1
0.7479	1.337	1.59466997020671	2.22001527883881	1.22612681436211	0.143757509822604	1
0.3548	2.8184	12.4951685820704	72.5164158686731	12.2010943912449	4.36701441960747	0
0.8358	1.1964	1.87272293986949	3.0797342192691	2.08305647840532	0.0905489082444418	1
0.9483	1.0546	1.64619058043279	2.45190311418685	1.45674740484429	0.0716927417299427	1
0.6951	1.4387	1.87307017817123	3.46285338593031	2.45890861275477	0.369126189063698	1
0.3854	2.5947	3.51316679997539	7.82678821879383	3.24614305750351	0.643263223460166	1
0.8686	1.1513	1.82360890666515	2.47198105761642	1.47829518547751	0.122122235536653	1
0.6533	1.5306	2.78029430324304	4.47410043495453	2.45551601423488	0.413833981200607	0
0.5908	1.6926	2.77658128124668	5.13427561837456	4.13162544169611	0.303710315644312	1
0.5024	1.9905	6.04487690336056	27.2877030162413	5.29350348027842	2.22356017965117	0
0.7925	1.2618	1.89527491020401	2.91173950299914	1.91516709511568	0.0732813333484995	1
0.7772	1.2866	1.8462149779934	2.59656301145663	1.59901800327332	0.109411631540169	1
0.9539	1.0483	2.3866348789147	5.94292803970223	4.75248138957816	0.119034407883969	1
0.902	1.1087	1.629393757503	2.71890726096334	1.72681524083393	0.226436386108358	1
0.7259	1.3776	2.15084783043391	4.37490257209665	3.14575214341387	0.209995086517609	1
0.5037	1.9852	9.06736543742065	38.8342007434944	2.93977695167286	3.08435215446261	0
0.7423	1.3472	1.70652659812249	2.60757156048015	1.61495844875346	0.190782772672679	1
0.3194	3.1308	8.47884293724949	34.3903048475762	3.01149425287356	3.31580453255003	0
0.8922	1.1208	2.48918135044694	6.12154076290202	5.11967090501122	0.125625126471001	1
0.901	1.1099	2.74731311351623	6.41333333333333	0.23843137254902	0.232750884443116	1
0.2962	3.3763	3.05126117480681	3.60119940029985	2.28860569715142	0.0168964348913462	1
0.7557	1.3232	2.24793806187414	3.92265426880811	2.89856297548605	0.0851744866288419	1
0.8965	1.1155	1.70049544306857	2.98894557823129	1.98809523809524	0.169698366941877	1
0.5115	1.9551	2.23478036211158	3.07966804979253	2.08879668049793	0.131290903916973	1
0.7919	1.2627	1.65521278060873	2.34285714285714	1.35299539170507	0.105977882623314	1
0.889	1.1248	2.29628332241835	4.66274332277048	3.64327750113173	0.0784321478688332	1
0.711	1.4064	1.66151850598605	2.46553059643687	1.47405112316034	0.116174285736032	1
0.3799	2.6322	7.24120407823083	26.9779735682819	2.3940283896231	3.09721309164759	0
0.8862	1.1284	1.5668967737659	2.53943008614977	1.54605699138502	0.1663151058858	1
0.6834	1.4633	1.90366419630583	2.30748663101604	1.31550802139037	0.211107197450294	1
0.6185	1.6169	1.81316668061639	2.49341527655838	1.50219490781387	0.0521647872566669	1
0.6505	1.5372	3.4321133125696	6.89037122969838	5.85556844547564	0.266039249464504	1
0.6675	1.4982	1.62010696845206	2.04214223002634	1.04741000877963	0.133801960063174	1
0.812	1.2315	1.27893671878183	1.66827586206897	0.673103448275862	0.0781499789798549	1
0.634	1.5772	1.81919590437274	2.67924528301887	1.6837376460018	0.118738693050346	1
0.8003	1.2495	1.697998	2.78418803418803	1.78774928774929	0.0950672579808634	1
0.7289	1.3719	2.60335931030089	6.11474609375	5.08984375	0.337131750577528	1
0.9325	1.0723	1.39984019968715	2.00243506493507	1.01298701298701	0.0856047274391194	1
0.8113	1.2326	1.61467580816333	3.62578436965202	2.62863662293212	0.162820876867011	1
0.8522	1.1734	1.65569998199322	2.98533218291631	1.99137187230371	0.102387073487161	1
0.9379	1.0662	1.94641345856126	3.16579536967886	2.16952949962659	0.0602016457358873	1
0.7131	1.4023	2.06488622333273	3.44274376417234	2.44387755102041	0.188151188491968	1
0.9376	1.0666	1.81525483274814	3.23141891891892	2.23817567567568	0.195266622633534	1
0.5331	1.8758	2.57953915478543	4.24332810047096	3.24882260596546	0.28039821687979	1
0.5687	1.7584	3.89500720565851	12.8072463768116	2.28840579710145	1.26586277157388	0
0.3187	3.1377	14.8812587415378	87.8376327769348	3.65857359635812	7.64069460125567	0
0.51	1.9609	2.11756322460218	3.91105769230769	2.92067307692308	0.156803614543088	1
0.6753	1.4808	1.74418743852242	2.42162902121834	1.42915811088296	0.150084975556559	1
0.5039	1.9847	4.29899070832518	12.6914893617021	2.74081237911025	1.63594761621377	0
0.6041	1.6554	3.19215453203779	5.89212562585344	4.1888939462904	0.633207337535837	0
0.7743	1.2914	1.86142488381796	2.60322854715378	1.60662701784197	0.0928309202683096	1
0.4715	2.1209	2.97408341162608	4.69077901430843	3.26152623211447	0.148676636224089	1
0.7121	1.4043	2.9598241098628	6.06708927628104	4.89646064447966	0.233719548723913	1
0.6864	1.4569	1.88085723694164	2.84148264984227	1.84779179810726	0.174915327267109	1
0.5374	1.8608	1.56536946570067	2.22536585365854	1.23609756097561	0.0363449452780058	1
0.4521	2.212	5.07298218495439	14.0314465408805	2.69475890985325	1.51389925378404	0
